Country,Region,GNI,Sex,Indicator,2013,2014,2015,2016,2017,2018
San Marino,Europe,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
San Marino,Europe,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,89.51573
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,-6.64695
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,96.16268
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,1.00145
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,97.85418
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,0.14172
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,97.71246
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,"Adult illiterate population, 15+ years, % female",63.74868,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",0.94652,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,"Literacy rate, adult female (% of females ages 15 and above)",91.36925,NaN,NaN,NaN,92.7072,NaN
Saudi Arabia,Middle East and North Africa,High,both,"Literacy rate, adult gender difference (%)",-5.16218,NaN,NaN,NaN,-4.39651,NaN
Saudi Arabia,Middle East and North Africa,High,male,"Literacy rate, adult male (% of males ages 15 and above)",96.53143,NaN,NaN,NaN,97.10371,NaN
Saudi Arabia,Middle East and North Africa,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",0.99835,NaN,NaN,NaN,0.99959,NaN
Saudi Arabia,Middle East and North Africa,High,female,"Literacy rate, youth female (% of females ages 15-24)",99.13699,NaN,NaN,NaN,99.28044,NaN
Saudi Arabia,Middle East and North Africa,High,both,"Literacy rate, youth gender difference (%)",-0.16373,NaN,NaN,NaN,-0.04108,NaN
Saudi Arabia,Middle East and North Africa,High,male,"Literacy rate, youth male (% of males ages 15-24)",99.30072,NaN,NaN,NaN,99.32152,NaN
Saudi Arabia,Middle East and North Africa,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,464,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,65,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,399,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,"Youth illiterate population, 15-24 years, % female",53.94989,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,male,"Youth illiterate population, 15-24 years, % male",46.05051318,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",7.899376818,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,"Adult illiterate population, 15+ years, % female",60.53128,NaN,NaN,NaN,64.95309,NaN
Senegal,Sub Saharan Africa,Lower-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",0.63625,NaN,NaN,NaN,0.61406,NaN
Senegal,Sub Saharan Africa,Lower-Middle,both,Learning poverty: gender difference (%),NaN,-1.13676453,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,73.54824066,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,74.68500519,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",33.5966,NaN,NaN,NaN,39.79856,NaN
Senegal,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, adult gender difference (%)",-19.20787,NaN,NaN,NaN,-25.01372,NaN
Senegal,Sub Saharan Africa,Lower-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",52.80447,NaN,NaN,NaN,64.81228,NaN
Senegal,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",0.834,NaN,NaN,NaN,0.84025,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",50.96893,NaN,NaN,NaN,63.50271,NaN
Senegal,Sub Saharan Africa,Lower-Middle,both,"Literacy rate, youth gender difference (%)",-10.14483,NaN,NaN,NaN,-12.0737,NaN
Senegal,Sub Saharan Africa,Lower-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",61.11376,NaN,NaN,NaN,75.57641,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,"Youth illiterate population, 15-24 years, % female",55.67636,NaN,NaN,NaN,59.70721,NaN
Senegal,Sub Saharan Africa,Lower-Middle,male,"Youth illiterate population, 15-24 years, % male",44.32365457,NaN,NaN,NaN,40.29282331,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",11.35270543,NaN,NaN,NaN,19.41438669,NaN
Serbia,Post-communist,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,79.06296,NaN,NaN
Serbia,Post-communist,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,0.98722,NaN,NaN
Serbia,Post-communist,Upper-Middle,both,Learning poverty: gender difference (%),NaN,NaN,-3.440908432,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,6.330426216,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,9.771334648,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,98.22828,NaN,97.54816
Serbia,Post-communist,Upper-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,-1.27142,NaN,-1.52811
Serbia,Post-communist,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,99.4997,NaN,99.07627
Serbia,Post-communist,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,1.00009,NaN,0.99766
Serbia,Post-communist,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,99.72468,NaN,98.18
Serbia,Post-communist,Upper-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,0.00945,NaN,-0.23
Serbia,Post-communist,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,99.71523,NaN,98.41
Serbia,Post-communist,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,47.59496,NaN,NaN
Serbia,Post-communist,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,52.4025974,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,-4.807637403,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,96.3502
Seychelles,Sub Saharan Africa,High,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,0.93844
Seychelles,Sub Saharan Africa,High,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,95.41176
Seychelles,Sub Saharan Africa,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,1.01055
Seychelles,Sub Saharan Africa,High,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,99.6
Seychelles,Sub Saharan Africa,High,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,1.04
Seychelles,Sub Saharan Africa,High,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,98.56
Seychelles,Sub Saharan Africa,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,"Adult illiterate population, 15+ years, % female",57.01636,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",0.60139,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,"Literacy rate, adult female (% of females ages 15 and above)",24.85668,NaN,NaN,NaN,NaN,34.85203
Sierra Leone,Sub Saharan Africa,Low,both,"Literacy rate, adult gender difference (%)",-16.47549,NaN,NaN,NaN,NaN,-16.79485
Sierra Leone,Sub Saharan Africa,Low,male,"Literacy rate, adult male (% of males ages 15 and above)",41.33217,NaN,NaN,NaN,NaN,51.64688
Sierra Leone,Sub Saharan Africa,Low,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",0.78811,NaN,NaN,NaN,NaN,0.88839
Sierra Leone,Sub Saharan Africa,Low,female,"Literacy rate, youth female (% of females ages 15-24)",50.85709,NaN,NaN,NaN,NaN,62.69922
Sierra Leone,Sub Saharan Africa,Low,both,"Literacy rate, youth gender difference (%)",-13.67341,NaN,NaN,NaN,NaN,-7.87689
Sierra Leone,Sub Saharan Africa,Low,male,"Literacy rate, youth male (% of males ages 15-24)",64.5305,NaN,NaN,NaN,NaN,70.57611
Sierra Leone,Sub Saharan Africa,Low,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,"Youth illiterate population, 15-24 years, % female",58.69611,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,male,"Youth illiterate population, 15-24 years, % male",41.30378181,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,"Youth illiterate population, 15-24 years, gender difference (%)",17.39232819,NaN,NaN,NaN,NaN,NaN
Singapore,Asia Pacific,High,female,"Adult illiterate population, 15+ years, % female",79.26704,79.16838,77.60507,78.86738,NaN,NaN
Singapore,Asia Pacific,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",0.96042,0.9625,0.96582,0.96671,NaN,NaN
Singapore,Asia Pacific,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,-1.758024335,NaN,NaN
Singapore,Asia Pacific,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,1.913987517,NaN,NaN
Singapore,Asia Pacific,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,3.672011852,NaN,NaN
Singapore,Asia Pacific,High,female,"Literacy rate, adult female (% of females ages 15 and above)",94.64199,94.91132,95.19065,95.44789,95.68953,95.91941
Singapore,Asia Pacific,High,both,"Literacy rate, adult gender difference (%)",-3.90055,-3.69763,-3.36892,-3.28664,-3.10739,-2.93149
Singapore,Asia Pacific,High,male,"Literacy rate, adult male (% of males ages 15 and above)",98.54254,98.60895,98.55957,98.73453,98.79692,98.8509
Singapore,Asia Pacific,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",1.00005,1.00007,1.00103,1.00027,1.00019,1.00025
Singapore,Asia Pacific,High,female,"Literacy rate, youth female (% of females ages 15-24)",99.90101,99.90389,99.83812,99.94051,99.94014,99.94237
Singapore,Asia Pacific,High,both,"Literacy rate, youth gender difference (%)",0.00473,0.00673,0.10297,0.02732,0.01898,0.02495
Singapore,Asia Pacific,High,male,"Literacy rate, youth male (% of males ages 15-24)",99.89628,99.89716,99.73515,99.91319,99.92116,99.91742
Singapore,Asia Pacific,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,564.2545338,NaN,NaN,NaN
Singapore,Asia Pacific,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,0.1255303,NaN,NaN,NaN
Singapore,Asia Pacific,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,564.1290035,NaN,NaN,NaN
Singapore,Asia Pacific,High,female,Mean performance on the reading scale. Female,NaN,NaN,545.5584787,585,NaN,NaN
Singapore,Asia Pacific,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,20.2432125,17,NaN,NaN
Singapore,Asia Pacific,High,male,Mean performance on the reading scale. Male,NaN,NaN,525.3152662,568,NaN,NaN
Singapore,Asia Pacific,High,female,Mean performance on the science scale. Female,NaN,NaN,552.273031,NaN,NaN,NaN
Singapore,Asia Pacific,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,-6.3907034,NaN,NaN,NaN
Singapore,Asia Pacific,High,male,Mean performance on the science scale. Male,NaN,NaN,558.6637344,NaN,NaN,NaN
Singapore,Asia Pacific,High,female,"Youth illiterate population, 15-24 years, % female",48.00325,47.41516,37.04295,39.71327,NaN,NaN
Singapore,Asia Pacific,High,male,"Youth illiterate population, 15-24 years, % male",51.98902606,52.63157895,62.95585413,60.26119403,NaN,NaN
Singapore,Asia Pacific,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",-3.985776063,-5.216418947,-25.91290413,-20.54792403,NaN,NaN
Slovakia,Post-communist,High,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,-0.287087441,NaN,NaN
Slovakia,Post-communist,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,8.390451431,NaN,NaN
Slovakia,Post-communist,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,8.677538872,NaN,NaN
Slovakia,Post-communist,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,472.2707982,NaN,NaN,NaN
Slovakia,Post-communist,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,-5.7439634,NaN,NaN,NaN
Slovakia,Post-communist,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,478.0147616,NaN,NaN,NaN
Slovakia,Post-communist,High,female,Mean performance on the reading scale. Female,NaN,NaN,470.8627206,539,NaN,NaN
Slovakia,Post-communist,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,35.6138971,9,NaN,NaN
Slovakia,Post-communist,High,male,Mean performance on the reading scale. Male,NaN,NaN,435.2488235,530,NaN,NaN
Slovakia,Post-communist,High,female,Mean performance on the science scale. Female,NaN,NaN,461.2152617,NaN,NaN,NaN
Slovakia,Post-communist,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,0.8548208,NaN,NaN,NaN
Slovakia,Post-communist,High,male,Mean performance on the science scale. Male,NaN,NaN,460.3604409,NaN,NaN,NaN
